Exp_1,Exp_2,Exp_3,Exp_4,Exp_5,Exp_6,Exp_7,Exp_8,Exp_9,t
0.15893391849392025,0.07079162047627952,0.15994814360277143,0.04439666257949737,0.030979125570497423,0.07869679081685677,0.12057254303695863,0.08933175645093883,0.040678450951961764,-10.0
0.054754585996713345,0.09644192785369565,0.09996796882531411,0.07449190025270092,0.0,0.13836192704031713,0.020375145688358298,0.14696141365201232,0.033771576122300306,-9.97997997997998
0.06648835463445524,0.0,0.09052188527172556,0.007253422603876736,0.14563660251350408,0.12035730583190274,0.05286755796774001,0.0026032971056904053,0.0,-9.95995995995996
0.0467261344399188,0.19630096850377132,0.0,0.09920641787388496,0.018971059983060812,0.0719892999008449,0.07907998723373533,0.038111959245069826,0.06263680061603027,-9.93993993993994
0.15104008986715245,0.032010791676970296,0.08670036789569613,0.051006559311165045,0.044451301395314946,0.0,0.026653164505814342,0.0,0.05175800809611575,-9.91991991991992
0.0,0.08690242909699863,0.09013905550106172,0.0,0.12540209161257954,0.1773088350862828,0.07350982102549386,0.24262352032028067,0.05392653960576155,-9.8998998998999
0.20953153805385627,0.16134788323672922,0.11095394538940662,0.05405753839853178,0.008030430515707287,0.19521346032209852,0.0805760380863183,0.21573762858121803,0.009330763808841347,-9.87987987987988
0.09134626273633328,0.08105506598652168,0.09085664356039347,0.12348729339104958,0.031025875800061442,0.07027127053005211,0.0,0.24668929231808479,0.06776938162559398,-9.85985985985986
0.1523708755096269,0.09743417229945006,0.12702808187847303,0.11718334924886253,0.07700018291411093,0.23495279903413113,0.14563142852612954,0.18321517298338197,0.08729126468723125,-9.83983983983984
0.1308545475559164,0.11178554811923913,0.11226223443230943,0.05010116159410538,0.05803066935630641,0.13839771035994408,0.13167759966194703,0.19919899145902376,0.07383206622429972,-9.81981981981982
0.22321979260328817,0.1915999605141554,0.07722122770340256,0.1451998071139755,0.021677266045436294,0.29824774779470475,0.07717255458888417,0.0979979086935785,0.14481532266897368,-9.7997997997998
0.053781405439895735,0.28531170409132134,0.193819629560255,0.11654102140935718,0.07774571630088634,0.20344887759304608,0.10654063539117509,0.25966149175074227,0.2067006790846304,-9.77977977977978
0.14722006157017775,0.17933075395656806,0.20020689350172693,0.14874646850679651,0.07660057533627818,0.16311616520421568,0.14693549801687356,0.11422945205248602,0.1410814055620162,-9.75975975975976
0.1505650354021686,0.127784343415708,0.24804647593873375,0.15053233731579807,0.13114243418155125,0.24822396947734626,0.11502953991218945,0.14362084996557378,0.1680493091337767,-9.73973973973974
0.232753523357077,0.21693082980513934,0.17136680296964535,0.08237616510594004,0.02402672568220776,0.19819078375915478,0.12225720484286073,0.16420199303106697,0.23011221230181,-9.71971971971972
0.1272345765912548,0.1663340175024275,0.15479533884740881,0.163930924522675,0.07842128898794609,0.20525602653260666,0.06789667686859957,0.14970324669132928,0.1666739643374937,-9.6996996996997
0.1796351463134136,0.20121289440067258,0.1537886289304562,0.1220641194476575,0.17702720808078132,0.20863226148217695,0.17431517982171263,0.23828883245914412,0.22829941087093264,-9.67967967967968
0.1502511370355153,0.26680698144239345,0.10962026177293271,0.23564495129396246,0.21821170920863686,0.20295697418412795,0.15866771073211883,0.18965947846649467,0.11201437226634248,-9.65965965965966
0.20199931178728425,0.17640793952260658,0.24180706578491007,0.20020763180048995,0.055530747482573695,0.24816921579037565,0.1719412281756858,0.20366044335545475,0.15593874683819742,-9.63963963963964
0.23462822683215467,0.21985159123082454,0.14323415426128694,0.17194617141946367,0.16893094260648978,0.26258954049814154,0.0874908470890543,0.20211052471894542,0.23327278965595877,-9.61961961961962
0.15590706764675,0.1809454943811737,0.14448576977688443,0.12594037074806153,0.093108733161952,0.24524778113648704,0.2518026186029023,0.28533632532228825,0.20760795778459817,-9.5995995995996
0.27347417221145376,0.22232914073603682,0.19875556136884365,0.18311155057432327,0.10459642989915618,0.32343682659044903,0.18228437102847383,0.1929452171608066,0.180742265473401,-9.57957957957958
0.26646480540778095,0.24812665451400084,0.2884927567523681,0.19353184304336501,0.10899241113084601,0.17013080334468045,0.1603578797500047,0.21972772900509918,0.23019893709860817,-9.55955955955956
0.2515027587647749,0.1908519519169949,0.23101392480152416,0.13008256077482772,0.13645374627704898,0.2197657677055891,0.28616126039391965,0.25463548318045737,0.20830988804728623,-9.53953953953954
0.27625751652207775,0.22818648329319213,0.17282553168303139,0.3065346568160079,0.21223781132001251,0.28901673547153495,0.18727502510200766,0.1559700841268592,0.21993946632634565,-9.51951951951952
0.2017075733709155,0.23799762732279683,0.19304437594452706,0.2197606539769441,0.2027161307889478,0.19364171648925144,0.12168963890848605,0.21877178914055762,0.18103836631792003,-9.4994994994995
0.23427018994885662,0.22244481313636877,0.26447701915342803,0.2891845138982889,0.1745730143012283,0.3352085083844023,0.17848291598958754,0.2742429840347671,0.21375992419174317,-9.47947947947948
0.19798762371806644,0.19930834364755023,0.2295504968921711,0.15328741464992346,0.15781165242241135,0.2969806743382586,0.0886899478686165,0.3101379900588954,0.22410302213503508,-9.45945945945946
0.23558317207540913,0.1918295772272982,0.20333582816124585,0.29491688005837835,0.18034311911890244,0.25649657034407136,0.25977701106005524,0.26411660180315355,0.1869727106383281,-9.43943943943944
0.27953659988718593,0.25925692930222377,0.2343173600568771,0.1491224738700443,0.17892340536289275,0.29629812701010083,0.19052471816045857,0.2264320005057887,0.11133636077884601,-9.41941941941942
0.22231674962133763,0.25735980173259687,0.28695267014836867,0.1884904224527051,0.2277535540961888,0.24413846339716416,0.17810171848355738,0.3360808641009627,0.2156767730821194,-9.3993993993994
0.24078297892494627,0.38610185724787005,0.3522262640445577,0.25189514759950393,0.1602431746936217,0.203097316008793,0.27257376938270284,0.2566014950303437,0.34628616078833874,-9.37937937937938
0.22982324959078282,0.15635636830650546,0.19477578776946336,0.23073412386788927,0.19507324008796179,0.3236135896991028,0.13995771266265367,0.27279997059025973,0.09348275729375866,-9.35935935935936
0.22532390288524295,0.28713337273680617,0.22906340902125777,0.11383243022119327,0.1937319052852038,0.33130845850931356,0.25268526031266614,0.28373553467087387,0.1848265938364344,-9.33933933933934
0.237266214343395,0.30326361025419235,0.22344028577690445,0.17970124560585798,0.19941421425813033,0.2931199167791587,0.12593738826535983,0.27473695470113624,0.22236917592860017,-9.31931931931932
0.27328288016882407,0.3558106657841935,0.14576202107633307,0.27995985472236784,0.21757809395850192,0.2893876001155653,0.19913775066761152,0.2538925574246127,0.2502882518684131,-9.2992992992993
0.22098290422341726,0.31585414453004157,0.22345889019088894,0.3453938919809292,0.2179325271227932,0.18706051851025762,0.17496703691137716,0.30762921285861866,0.2962778573996081,-9.27927927927928
0.29134795831249605,0.2513293507659431,0.22123345499999703,0.289521148223268,0.27757070304920806,0.2544761241918687,0.3110555623185003,0.2284524851246572,0.2946534187004324,-9.25925925925926
0.36524443833978104,0.2961676800936619,0.33125329705265827,0.2325960886826275,0.20911165008589272,0.2755482381673131,0.3288919809169366,0.26426373026490557,0.3103512245439073,-9.23923923923924
0.32183430494870846,0.32576258806308767,0.2709364549002937,0.2887096187676801,0.294009812507773,0.31298695063861315,0.22659101686037086,0.2713589192736565,0.3171085064435264,-9.21921921921922
