x y
0.1 -0.03781487646809164
0.10344827586206898 -0.0010447211747432765
0.10689655172413794 -0.20819484878370517
0.11034482758620691 0.1704344085696004
0.11379310344827587 -0.17179367102556606
0.11724137931034484 -0.0752996782243246
0.1206896551724138 0.060696186406158134
0.12413793103448277 -0.112351977758153
0.12758620689655173 -0.09158284888573705
0.1310344827586207 -0.07435197648883328
0.13448275862068967 0.07436892055291924
0.13793103448275862 0.2514983156612269
0.1413793103448276 0.029909311753432328
0.14482758620689656 -0.08208709478715323
0.14827586206896554 0.08808579785939054
0.1517241379310345 -0.020380910890985343
0.15517241379310345 0.04301775468023754
0.15862068965517243 0.16883130461525558
0.1620689655172414 -0.01628309730479762
0.16551724137931034 0.06742325564975343
0.16896551724137931 -0.012354460345792975
0.1724137931034483 0.06974550480278767
0.17586206896551726 0.12205650106497815
0.17931034482758623 0.009693343143508462
0.1827586206896552 0.08810725322571128
0.18620689655172415 0.11312201716316923
0.18965517241379312 0.08914550385630736
0.19310344827586207 0.051826493754039735
0.19655172413793104 0.04773413164281756
0.2 0.19544892955603402
0.2 0.1838927531021276
0.23333333333333334 0.7358881922614853
0.26666666666666666 0.7552268195464483
0.30000000000000004 1.5688742166244756
0.33333333333333337 1.9822534078990206
0.3666666666666667 2.0811723404999563
0.4 1.6077872868209404
0.43333333333333335 0.9142822068155656
0.4666666666666667 0.512752489519984
0.5 0.2650337063386315
0.5 0.1794476294243877
0.5103448275862069 0.23001217891167816
0.5206896551724138 -0.07823781743590613
0.5310344827586206 0.24857479557628803
0.5413793103448276 0.19809898372256776
0.5517241379310345 0.0006122319489268446
0.5620689655172414 0.0834115923371028
0.5724137931034483 0.019009432187315625
0.5827586206896552 -0.07403847056018212
0.5931034482758621 0.014195782623973344
0.603448275862069 0.10328218661971038
0.6137931034482759 -0.036208551604268474
0.6241379310344828 -0.03647741718270152
0.6344827586206897 -0.00683576045270492
0.6448275862068966 0.04368536969350717
0.6551724137931034 0.12801840619575466
0.6655172413793103 -0.06337296206351213
0.6758620689655173 0.050888537548598616
0.6862068965517242 0.02163625982522452
0.6965517241379311 -0.18584907014468474
0.7068965517241379 -0.0419257706484188
0.7172413793103449 -0.01323011100062786
0.7275862068965517 -0.003955737986401428
0.7379310344827587 0.032600925859132865
0.7482758620689656 -0.2040320465922209
0.7586206896551724 0.004625664406870649
0.7689655172413794 -0.06776751011519877
0.7793103448275862 -0.14394388287398335
0.7896551724137931 0.052429651059684106
0.8 0.07352796081697636
