x y ytrue
0.1 -0.03781487646809164 0.0038609082724554255
0.1014070351758794 -0.0014851901670501393 0.004141492555582808
0.1028140703517588 -0.20917890043560033 0.004440709131245081
0.10422110552763819 0.16878673953452303 0.00475965869402415
0.10562814070351759 -0.17424406156780503 0.005099496951681305
0.107035175879397 -0.07871329988454592 0.005461436681074485
0.10844221105527639 0.05613489153014471 0.005846749814340423
0.10984924623115579 -0.11827203910835009 0.006256769552373077
0.11125628140703518 -0.09910232938389313 0.006692892502340772
0.11266331658291458 -0.08374418065700057 0.00715658083568438
0.11407035175879397 0.06279476891737323 0.007649364462730801
0.11547738693467337 0.23739364450123301 0.008172843219737233
0.11688442211055278 0.012882628363696838 0.008728689063856493
0.11829145728643217 -0.1024738962401735 0.009318648271178172
0.11969849246231157 0.0638503756907396 0.009944543632660719
0.12110552763819096 -0.04900769333822648 0.01060827664242022
0.12251256281407036 0.00939878002037465 0.011311829672489799
0.12391959798994975 0.12955739007783418 0.012057268127805058
0.12532663316582915 -0.061940352354576594 0.012846742574809656
0.12673366834170854 0.01458501593404393 0.013682490836711417
0.12814070351758794 -0.07324394927598021 0.014566840048053994
0.12954773869346733 -0.0001412083775587155 0.01550220866090365
0.13095477386934673 0.04214815359471644 0.016491108394586878
0.13236180904522615 -0.08134175875640909 0.017536146120553098
0.13376884422110552 -0.015242170929340562 0.018640025673579072
0.13517587939698494 -0.003812853505078973 0.019805549580181155
0.1365829145728643 -0.04272988055367434 0.021035620694755786
0.13798994974874373 -0.09642798490489243 0.022333243733636005
0.13939698492462313 -0.1184201960334875 0.023701526696925178
0.14080402010050252 0.009794162599965656 0.02514368216766057
0.14221105527638192 -0.00024266754404042926 0.026663028477560923
0.14361809045226132 0.25139966961699456 0.028262990728334096
0.1450251256281407 -0.2135296559948451 0.0299471016572593
0.1464321608040201 0.042991652817184145 0.031719002335519254
0.1478391959798995 0.0706268963538634 0.03358244268753999
0.1492462311557789 0.17150466808666542 0.03554128181940581
0.1506532663316583 0.08778520882238357 0.037599488144252236
0.1520603015075377 -0.044660231090580885 0.03976113929240531
0.1534673366834171 0.04203139794109416 0.04203042179393455
0.15487437185929648 0.09864688773611986 0.04441163052121695
0.1562814070351759 0.015558348179739924 0.04690916787908081
0.15768844221105527 0.12662871653704177 0.04952754273010064
0.1590954773869347 -0.13453769641370764 0.05227136904266871
0.1605025125628141 0.22826383084759902 0.05514536424955221
0.16190954773869348 0.2049221483621299 0.0581543473047886
0.16331658291457288 0.027735502574564086 0.061303236426948834
0.16472361809045227 0.12573112447440551 0.06459704651703378
0.16613065326633167 0.07283794542637034 0.0680408862395515
0.16753768844221106 -0.011273574145819573 0.0716399547556583
0.16894472361809046 0.0841705599384706 0.07539953809763746
0.17035175879396985 0.1793615938295049 0.07932500517443537
0.17175879396984925 0.04531255164694187 0.08342180339847687
0.17316582914572864 0.050128511616645804 0.08769545392454517
0.17457286432160807 0.08470447020273342 0.09215154649213152
0.17597989949748744 0.14014536687099605 0.09679573386333895
0.17738693467336686 0.2294716488763595 0.1016337258491727
0.17879396984924623 0.04320335239990668 0.10667128291784292
0.18020100502512565 0.16275383364792673 0.11191420937958353
0.18160804020100502 0.13897994676977035 0.11736834614340215
0.18301507537688444 -0.06282167557017114 0.12303956304217863
0.18442211055276383 0.08700210250829422 0.1289337507235631
0.18582914572864323 0.12182392226157158 0.13505681210524592
0.18723618090452263 0.1374576294249651 0.14141465339432566
0.18864321608040202 0.18061351801043202 0.14801317467173394
0.19005025125628142 -0.04917404482892043 0.1548582600439511
0.1914572864321608 0.1665813196797475 0.16195576736557782
0.1928643216080402 0.10154395980491093 0.1693115175377151
0.1942713567839196 0.03298738071467211 0.17693128338853392
0.195678391959799 0.23725042114493064 0.18482077814389578
0.1970854271356784 0.26651360110392364 0.19298564349740335
0.19849246231155782 0.1361064105116164 0.20143143729081997
0.19989949748743718 0.2944092489745253 0.2101636208173913
0.2013065326633166 0.18103589758571512 0.21918754576222374
0.20271356783919597 0.2351573417101389 0.22850844079552443
0.2041206030150754 0.12825750313657647 0.23813139783618212
0.20552763819095476 0.40651006364441405 0.2480613580048464
0.2069346733668342 -0.007641848350976477 0.2583030972873724
0.20834170854271358 0.2597159496421185 0.26886121193118434
0.20974874371859298 0.34925206410352755 0.2797401035988284
0.21115577889447237 0.08759730969240198 0.29094396430466335
0.21256281407035177 0.2835298346910896 0.3024767611623277
0.21396984924623116 0.30662035443697705 0.31434222097227277
0.21537688442211056 0.4090141152239867 0.3265438146802885
0.21678391959798995 0.4639060337992412 0.3390847417395378
0.21819095477386935 0.3115786874763845 0.35196791441017844
0.21959798994974877 0.22674407537856123 0.3651959420321477
0.22100502512562814 0.5154946577008546 0.37877111530814217
0.22241206030150756 0.5144839539408379 0.39269539063520886
0.22381909547738693 0.3607698397093299 0.40697037452466794
0.22522613065326635 0.4566861575601201 0.42159730815134544
0.22663316582914575 0.47476367548688153 0.4365770520742118
0.22804020100502514 0.5085376153158575 0.4519100711716119
0.22944723618090454 0.48801721772660933 0.4675964198351981
0.23085427135678394 0.6243053516336801 0.483635727467543
0.23226130653266333 0.3262312338906764 0.5000271843291332
0.23366834170854273 0.6208519231201317 0.5167695277810588
0.23507537688442212 0.5719082259916934 0.5338610289701934
0.23648241206030152 0.5295859531295235 0.5512994800040114
0.2378894472361809 0.6864353315118914 0.5690821816623961
0.2392964824120603 0.35284561259385816 0.5872059316938544
0.2407035175879397 0.7218191628175458 0.6056670137434684
0.2421105527638191 0.6630689917200343 0.6244611869596749
0.2435175879396985 0.5302703489588526 0.6435836763265509
0.2449246231155779 0.7063384192334042 0.6630291637677351
0.24633165829145728 0.6523831361872383 0.6827917800673698
0.2477386934673367 0.9613945844590135 0.7028650976525586
0.2491457286432161 0.9067753965672395 0.723242124280757
0.2505527638190955 0.7879842849157958 0.7439152976742848
0.2519597989949749 0.6929510970000465 0.7648764811427142
0.25336683417085426 0.7277755007744275 0.7861169602323284
0.2547738693467337 0.775122477601877 0.8076274404400556
0.2561809045226131 0.7733745954036032 0.8293980460273829
0.2575879396984925 0.7611937131605919 0.8514183199676422
0.25899497487437184 0.8145799975108571 0.8736772250578017
0.26040201005025126 0.868545196998395 0.8961631462234688
0.2618090452261307 0.8671755046699723 0.918863894043231
0.26321608040201006 0.8719077145220976 0.9417667095157365
0.2646231155778894 0.8719690776376378 0.9648582700900197
0.26603015075376885 1.2431685205645284 0.9881246969765625
0.26743718592964827 0.8642342389734448 1.0115515637534334
0.26884422110552764 0.9329824332263629 1.0351239062785695
0.27025125628140706 1.102065804013831 1.0588262339158703
0.2716582914572865 1.0502845350716037 1.082642542079256
0.27306532663316585 1.1489387968818792 1.106556326095291
0.2744723618090452 1.2104685958847439 1.1305505963812423
0.27587939698492464 1.2808692612641988 1.1546078949317167
0.27728643216080406 1.253906798024679 1.1787103131031909
0.27869346733668343 1.1034634123700304 1.2028395106818894
0.2801005025125628 1.3378910643527155 1.2269767362165507
0.2815075376884422 1.074611075766113 1.2511028485936886
0.28291457286432165 1.2637562101260165 1.2751983398290285
0.284321608040201 1.2494259396526803 1.2992433590448562
0.2857286432160804 1.2171378339660528 1.3232177375990959
0.2871356783919598 1.4062676674008077 1.3471010153280398
0.2885427135678392 1.3525468104828737 1.370872467860832
0.2899497487437186 1.4964966078969386 1.394511134960015
0.29135678391959796 1.2697493020564838 1.4179958498387508
0.29276381909547744 1.525936458585923 1.441305269401715
0.2941708542713568 1.5142119201898319 1.4644179053531499
0.2955778894472362 1.4999625736428654 1.487312156112215
0.2969849246231156 1.368085284357601 1.5099663394724545
0.298391959798995 1.5071813141021781 1.5323587259391604
0.2997989949748744 1.3998001115489982 1.5544675726754398
0.30120603015075376 1.368005964410538 1.576271157985033
0.3026130653266332 1.9257223563684838 1.5977478162573437
0.3040201005025126 1.715962105301801 1.6188759732977738
0.30542713567839197 1.8188934672041102 1.6396341819642817
0.30683417085427134 1.6170998261781513 1.6600011580291358
